Name,Shape,Level,School,Effect
Lustrous Damage Jade +23,Circle,105,Any,+23 Life Flat Damage
Lustrous Damage Hematite +48,Circle,105,Any,+48 Shadow Flat Damage
Lustrous Damage Hematite +46,Circle,105,Any,+46 Shadow Flat Damage
Lustrous Damage Citrine +24,Circle,105,Any,+24 Balance Flat Damage
Lustrous Damage Citrine +23,Circle,105,Any,+23 Balance Flat Damage
Lustrous Damage Amethyst +24,Circle,105,Any,+24 Storm Flat Damage
Lustrous Damage Amethyst +23,Circle,105,Any,+23 Storm Flat Damage
Lustrous Critical Sapphire +14,Circle,105,Any,+14 Ice Critical Rating
Lustrous Critical Sapphire +13,Circle,105,Any,+13 Ice Critical Rating
Lustrous Critical Ruby +14,Circle,105,Any,+14 Fire Critical Rating
Lustrous Critical Ruby +13,Circle,105,Any,+13 Fire Critical Rating
Lustrous Critical Peridot +14,Circle,105,Any,+14 Myth Critical Rating
Lustrous Critical Peridot +13,Circle,105,Any,+13 Myth Critical Rating
Lustrous Critical Opal +7,Circle,105,Any,+7 Global Critical Rating
Lustrous Critical Onyx +14,Circle,105,Any,+14 Death Critical Rating
Lustrous Critical Onyx +13,Circle,105,Any,+13 Death Critical Rating
Lustrous Critical Jade +14,Circle,105,Any,+14 Life Critical Rating
Lustrous Critical Jade +13,Circle,105,Any,+13 Life Critical Rating
Lustrous Critical Hematite +14,Circle,105,Any,+14 Shadow Critical Rating
Lustrous Critical Hematite +13,Circle,105,Any,+13 Shadow Critical Rating
Lustrous Critical Citrine +14,Circle,105,Any,+14 Balance Critical Rating
Lustrous Critical Citrine +13,Circle,105,Any,+13 Balance Critical Rating
Lustrous Critical Amethyst +14,Circle,105,Any,+14 Storm Critical Rating
Lustrous Critical Amethyst +13,Circle,105,Any,+13 Storm Critical Rating
Lustrous Blocking Sapphire +14,Square,105,Any,+14 Ice Critical Block Rating
Lustrous Blocking Sapphire +13,Square,105,Any,+13 Ice Critical Block Rating
Lustrous Blocking Ruby +14,Square,105,Any,+14 Fire Critical Block Rating
Lustrous Blocking Ruby +13,Square,105,Any,+13 Fire Critical Block Rating
Lustrous Blocking Peridot +14,Square,105,Any,+14 Myth Critical Block Rating
Lustrous Blocking Peridot +13,Square,105,Any,+13 Myth Critical Block Rating
Lustrous Blocking Opal +7,Square,105,Any,+7 Global Critical Block Rating
Lustrous Blocking Onyx +14,Square,105,Any,+14 Death Critical Block Rating
Lustrous Blocking Onyx +13,Square,105,Any,+13 Death Critical Block Rating
Lustrous Blocking Jade +14,Square,105,Any,+14 Life Critical Block Rating
Lustrous Blocking Jade +13,Square,105,Any,+13 Life Critical Block Rating
Lustrous Blocking Hematite +14,Square,105,Any,+14 Shadow Critical Block Rating
Lustrous Blocking Hematite +13,Square,105,Any,+13 Shadow Critical Block Rating
Lustrous Blocking Citrine +14,Square,105,Any,+14 Balance Critical Block Rating
Lustrous Blocking Citrine +13,Square,105,Any,+13 Balance Critical Block Rating
Lustrous Blocking Amethyst +14,Square,105,Any,+14 Storm Critical Block Rating
Lustrous Blocking Amethyst +13,Square,105,Any,+13 Storm Critical Block Rating
Lustrous Accurate Sapphire +11%,Triangle,105,Any,+11 Ice Accuracy
Lustrous Accurate Ruby +11%,Triangle,105,Any,+11 Fire Accuracy
Lustrous Accurate Peridot +11%,Triangle,105,Any,+11 Myth Accuracy
Lustrous Accurate Onyx +11%,Triangle,105,Any,+11 Death Accuracy
Lustrous Accurate Jade +11%,Triangle,105,Any,+11 Life Accuracy
Lustrous Accurate Hematite +11%,Triangle,105,Any,+11 Shadow Accuracy
Lustrous Accurate Citrine +11%,Triangle,105,Any,+11 Balance Accuracy
Lustrous Accurate Amethyst +11%,Triangle,105,Any,+11 Storm Accuracy
Life Brandon Jade,Triangle,105,Any,Gives 1 Life Brandon Item Card
Ice Brandon Sapphire,Triangle,105,Any,Gives 1 Ice Brandon Item Card
Fire Brandon Ruby,Triangle,105,Any,Gives 1 Fire Brandon Item Card
Death Brandon Onyx,Triangle,105,Any,Gives 1 Death Brandon Item Card
Balance Brandon Citrine,Triangle,105,Any,Gives 1 Balance Brandon Item Card
Wrath of Zeus Amethyst,Triangle,95,Any,Gives 1 Wrath of Zeus Item Card
Wrath of Poseidon Sapphire,Triangle,95,Any,Gives 1 Wrath of Poseidon Item Card
Wrath of Hades Onyx,Triangle,95,Any,Gives 1 Wrath of Hades Item Card
Wrath of Cronus Peridot,Triangle,95,Any,Gives 1 Wrath of Cronus Item Card
Wrath of Ares Ruby,Triangle,95,Any,Gives 1 Wrath of Ares Item Card
Wrath of Aquila Citrine,Triangle,95,Any,Gives 1 Wrath of Aquila Item Card
Wrath of Apollo Jade,Triangle,95,Any,Gives 1 Wrath of Apollo Item Card
Virulence Opal,Triangle,95,Any,Gives 1 Virulence Item Card
Stormblade Amethyst,Triangle,95,Any,Gives 1 Stormblade Item Card
Sleet Storm Opal,Triangle,95,Any,Gives 1 Sleet Storm Item Card
Shift Rattlebones Opal,Triangle,95,Any,Gives 1 Shift Rattlebones Item Card
Shift Meowiarty Opal,Triangle,95,Any,Gives 1 Shift Meowiarty Item Card
Shift Krokopatra Opal,Triangle,95,Any,Gives 1 Shift Krokopatra Item Card
Shadowblade Hematite,Triangle,95,Any,Gives 1 Shadowblade Item Card
Reliquary Opal,Triangle,95,Any,Gives 1 Reliquary Item Card
Punishment Opal,Triangle,95,Any,Gives 1 Punishment Item Card
Polished Resilient Opal +5%,Square,95,Any,+5 Stun Resistance
Polished Piercing Sapphire +6%,Circle,95,Any,+6 Ice Armor Piercing
Polished Piercing Ruby +6%,Circle,95,Any,+6 Fire Armor Piercing
Polished Piercing Peridot +6%,Circle,95,Any,+6 Myth Armor Piercing
Polished Piercing Opal +3%,Circle,95,Any,+3 Global Armor Piercing
Polished Piercing Onyx +6%,Circle,95,Any,+6 Death Armor Piercing
Polished Piercing Jade +6%,Circle,95,Any,+6 Life Armor Piercing
Polished Piercing Hematite +6%,Circle,95,Any,+6 Shadow Armor Piercing
Polished Piercing Hematite +5%,Circle,95,Any,+5 Shadow Armor Piercing
Polished Piercing Citrine +6%,Circle,95,Any,+6 Balance Armor Piercing
Polished Piercing Amethyst +6%,Circle,95,Any,+6 Storm Armor Piercing
Polished PIP Opal +9%,Triangle,95,Any,+9 Power Pip Chance
Polished PIP Hematite +1,Triangle,95,Any,+1 Shadow Pip Rating
Polished Mending Opal +5%,Circle,95,Any,+5 Outgoing Healing
Polished Mana Opal +40,Tear,95,Any,+40 Mana
Polished Mana Opal +39,Tear,95,Any,+39 Mana
Polished Mana Opal +38,Tear,95,Any,+38 Mana
Polished Mana Opal +37,Tear,95,Any,+37 Mana
Polished Health Opal +95,Tear,95,Any,+95 Health
Polished Health Opal +94,Tear,95,Any,+94 Health
Polished Health Opal +93,Tear,95,Any,+93 Health
Polished Health Opal +92,Tear,95,Any,+92 Health
Polished Health Opal +91,Tear,95,Any,+91 Health
Polished Health Opal +90,Tear,95,Any,+90 Health
Polished Health Opal +89,Tear,95,Any,+89 Health
Polished Health Opal +88,Tear,95,Any,+88 Health
Polished Health Opal +87,Tear,95,Any,+87 Health
Polished Health Opal +86,Tear,95,Any,+86 Health
Polished Healing Opal +5%,Square,95,Any,+5 Incoming Healing
Polished Defense Sapphire +44,Square,95,Any,+44 Ice Flat Resistance
Polished Defense Sapphire +43,Square,95,Any,+43 Ice Flat Resistance
Polished Defense Sapphire +42,Square,95,Any,+42 Ice Flat Resistance
Polished Defense Sapphire +41,Square,95,Any,+41 Ice Flat Resistance
Polished Defense Ruby +44,Square,95,Any,+44 Fire Flat Resistance
Polished Defense Ruby +43,Square,95,Any,+43 Fire Flat Resistance
Polished Defense Ruby +42,Square,95,Any,+42 Fire Flat Resistance
Polished Defense Ruby +41,Square,95,Any,+41 Fire Flat Resistance
Polished Defense Peridot +44,Square,95,Any,+44 Myth Flat Resistance
Polished Defense Peridot +43,Square,95,Any,+43 Myth Flat Resistance
Polished Defense Peridot +42,Square,95,Any,+42 Myth Flat Resistance
Polished Defense Peridot +41,Square,95,Any,+41 Myth Flat Resistance
Polished Defense Opal +22,Square,95,Any,+22 Global Flat Resistance
Polished Defense Opal +21,Square,95,Any,+21 Global Flat Resistance
Polished Defense Onyx +44,Square,95,Any,+44 Death Flat Resistance
Polished Defense Onyx +43,Square,95,Any,+43 Death Flat Resistance
Polished Defense Onyx +42,Square,95,Any,+42 Death Flat Resistance
Polished Defense Onyx +41,Square,95,Any,+41 Death Flat Resistance
Polished Defense Jade +44,Square,95,Any,+44 Life Flat Resistance
Polished Defense Jade +43,Square,95,Any,+43 Life Flat Resistance
Polished Defense Jade +42,Square,95,Any,+42 Life Flat Resistance
Polished Defense Jade +41,Square,95,Any,+41 Life Flat Resistance
Polished Defense Hematite +44,Square,95,Any,+44 Shadow Flat Resistance
Polished Defense Hematite +43,Square,95,Any,+43 Shadow Flat Resistance
Polished Defense Hematite +42,Square,95,Any,+42 Shadow Flat Resistance
Polished Defense Hematite +41,Square,95,Any,+41 Shadow Flat Resistance
Polished Defense Citrine +44,Square,95,Any,+44 Balance Flat Resistance
Polished Defense Citrine +43,Square,95,Any,+43 Balance Flat Resistance
Polished Defense Citrine +42,Square,95,Any,+42 Balance Flat Resistance
Polished Defense Citrine +41,Square,95,Any,+41 Balance Flat Resistance
Polished Defense Amethyst +44,Square,95,Any,+44 Storm Flat Resistance
Polished Defense Amethyst +43,Square,95,Any,+43 Storm Flat Resistance
Polished Defense Amethyst +42,Square,95,Any,+42 Storm Flat Resistance
Polished Defense Amethyst +41,Square,95,Any,+41 Storm Flat Resistance
Polished Damage Sapphire +22,Circle,95,Any,+22 Ice Flat Damage
Polished Damage Sapphire +21,Circle,95,Any,+21 Ice Flat Damage
Polished Damage Ruby +22,Circle,95,Any,+22 Fire Flat Damage
Polished Damage Ruby +21,Circle,95,Any,+21 Fire Flat Damage
Polished Damage Peridot +22,Circle,95,Any,+22 Myth Flat Damage
Polished Damage Peridot +21,Circle,95,Any,+21 Myth Flat Damage
Polished Damage Opal +9,Circle,95,Any,+9 Global Flat Damage
Polished Damage Opal +11,Circle,95,Any,+11 Global Flat Damage
Polished Damage Onyx +22,Circle,95,Any,+22 Death Flat Damage
Polished Damage Onyx +21,Circle,95,Any,+21 Death Flat Damage
Polished Damage Jade +22,Circle,95,Any,+22 Life Flat Damage
Polished Damage Jade +21,Circle,95,Any,+21 Life Flat Damage
Polished Damage Hematite +44,Circle,95,Any,+44 Shadow Flat Damage
Polished Damage Hematite +42,Circle,95,Any,+42 Shadow Flat Damage
Polished Damage Citrine +22,Circle,95,Any,+22 Balance Flat Damage
Polished Damage Citrine +21,Circle,95,Any,+21 Balance Flat Damage
Polished Damage Amethyst +22,Circle,95,Any,+22 Storm Flat Damage
Polished Damage Amethyst +21,Circle,95,Any,+21 Storm Flat Damage
Polished Critical Sapphire +12,Circle,95,Any,+12 Ice Critical Rating
Polished Critical Sapphire +11,Circle,95,Any,+11 Ice Critical Rating
Polished Critical Ruby +12,Circle,95,Any,+12 Fire Critical Rating
Polished Critical Ruby +11,Circle,95,Any,+11 Fire Critical Rating
Polished Critical Peridot +12,Circle,95,Any,+12 Myth Critical Rating
Polished Critical Peridot +11,Circle,95,Any,+11 Myth Critical Rating
Polished Critical Opal +6,Circle,95,Any,+6 Global Critical Rating
Polished Critical Onyx +12,Circle,95,Any,+12 Death Critical Rating
Polished Critical Onyx +11,Circle,95,Any,+11 Death Critical Rating
Polished Critical Jade +12,Circle,95,Any,+12 Life Critical Rating
Polished Critical Jade +11,Circle,95,Any,+11 Life Critical Rating
Polished Critical Hematite +12,Circle,95,Any,+12 Shadow Critical Rating
Polished Critical Hematite +11,Circle,95,Any,+11 Shadow Critical Rating
Polished Critical Citrine +12,Circle,95,Any,+12 Balance Critical Rating
Polished Critical Citrine +11,Circle,95,Any,+11 Balance Critical Rating
Polished Critical Amethyst +12,Circle,95,Any,+12 Storm Critical Rating
Polished Critical Amethyst +11,Circle,95,Any,+11 Storm Critical Rating
Polished Blocking Sapphire +12,Square,95,Any,+12 Ice Critical Block Rating
Polished Blocking Sapphire +11,Square,95,Any,+11 Ice Critical Block Rating
Polished Blocking Ruby +12,Square,95,Any,+12 Fire Critical Block Rating
Polished Blocking Ruby +11,Square,95,Any,+11 Fire Critical Block Rating
Polished Blocking Peridot +12,Square,95,Any,+12 Myth Critical Block Rating
Polished Blocking Peridot +11,Square,95,Any,+11 Myth Critical Block Rating
Polished Blocking Opal +6,Square,95,Any,+6 Global Critical Block Rating
Polished Blocking Onyx +12,Square,95,Any,+12 Death Critical Block Rating
Polished Blocking Onyx +11,Square,95,Any,+11 Death Critical Block Rating
Polished Blocking Jade +12,Square,95,Any,+12 Life Critical Block Rating
Polished Blocking Jade +11,Square,95,Any,+11 Life Critical Block Rating
Polished Blocking Hematite +12,Square,95,Any,+12 Shadow Critical Block Rating
Polished Blocking Hematite +11,Square,95,Any,+11 Shadow Critical Block Rating
Polished Blocking Citrine +12,Square,95,Any,+12 Balance Critical Block Rating
Polished Blocking Citrine +11,Square,95,Any,+11 Balance Critical Block Rating
Polished Blocking Amethyst +12,Square,95,Any,+12 Storm Critical Block Rating
Polished Blocking Amethyst +11,Square,95,Any,+11 Storm Critical Block Rating
Polished Accurate Sapphire +10%,Triangle,95,Any,+10 Ice Accuracy
Polished Accurate Ruby +10%,Triangle,95,Any,+10 Fire Accuracy
Polished Accurate Peridot +10%,Triangle,95,Any,+10 Myth Accuracy
Polished Accurate Opal +5%,Triangle,95,Any,+5 Global Accuracy
Polished Accurate Onyx +10%,Triangle,95,Any,+10 Death Accuracy
Polished Accurate Jade +10%,Triangle,95,Any,+10 Life Accuracy
Polished Accurate Hematite +10%,Triangle,95,Any,+10 Shadow Accuracy
Polished Accurate Citrine +10%,Triangle,95,Any,+10 Balance Accuracy
Polished Accurate Amethyst +10%,Triangle,95,Any,+10 Storm Accuracy
Mythblade Peridot,Triangle,95,Any,Gives 1 Mythblade Item Card
Lifeblade Jade,Triangle,95,Any,Gives 1 Lifeblade Item Card
Iceblade Sapphire,Triangle,95,Any,Gives 1 Iceblade Item Card
Galvanic Field Opal,Triangle,95,Any,Gives 1 Galvanic Field Item Card
Furnace Opal,Triangle,95,Any,Gives 1 Furnace Item Card
Fireblade Ruby,Triangle,95,Any,Gives 1 Fireblade Item Card
Extraordinary Opal,Triangle,95,Any,Gives 1 Extraordinary Item Card
Devotion Opal,Triangle,95,Any,Gives 1 Devotion Item Card
Deathblade Onyx,Triangle,95,Any,Gives 1 Deathblade Item Card
Cycle of Life Opal,Triangle,95,Any,Gives 1 Cycle of Life Item Card
Colossal Opal,Triangle,95,Any,Gives 1 Colossal Item Card
Chastisement Opal,Triangle,95,Any,Gives 1 Chastisement Item Card
Balanceblade Citrine,Triangle,95,Any,Gives 1 Balanceblade Item Card
Water Elemental Amethyst,Triangle,85,Any,Gives 1 Water Elemental Item Card
Vassanji Peridot,Triangle,85,Any,Gives 1 Vassanji Item Card
Unstoppable Opal,Triangle,85,Any,Gives 1 Unstoppable Item Card
Troll Minion Peridot,Triangle,85,Any,Gives 1 Troll Minion Item Card
Take Power Ruby,Triangle,85,Any,Gives 1 Take Power Item Card
Steal Health Onyx,Triangle,85,Any,Gives 1 Steal Health Item Card
Sprite Guardian Jade,Triangle,85,Any,Gives 1 Sprite Guardian Item Card
Spectral Minion Citrine,Triangle,85,Any,Gives 1 Spectral Minion Item Card
Sir Lamorak Ruby,Triangle,85,Any,Gives 1 Sir Lamorak Item Card
Sir Bedevere Jade,Triangle,85,Any,Gives 1 Sir Bedevere Item Card
Shield Minion Peridot,Triangle,85,Any,Gives 1 Shield Minion Item Card
Sap Power Amethyst,Triangle,85,Any,Gives 1 Sap Power Item Card
Sap Health Citrine,Triangle,85,Any,Gives 1 Sap Health Item Card
Nerys Citrine,Triangle,85,Any,Gives 1 Nerys Item Card
Mokompo Amethyst,Triangle,85,Any,Gives 1 Mokompo Item Card
Minotaur Minion Peridot,Triangle,85,Any,Gives 1 Minotaur Minion Item Card
Mend Opal,Triangle,85,Any,Gives 1 Mend Item Card
Mend Minion Peridot,Triangle,85,Any,Gives 1 Mend Minion Item Card
Mander Minion Citrine,Triangle,85,Any,Gives 1 Mander Minion Item Card
Malduit Onyx,Triangle,85,Any,Gives 1 Malduit Item Card
Ice Guardian Sapphire,Triangle,85,Any,Gives 1 Ice Guardian Item Card
Golem Minion Peridot,Triangle,85,Any,Gives 1 Golem Minion Item Card
Gargantuan Opal,Triangle,85,Any,Gives 1 Gargantuan Item Card
Freddo Sapphire,Triangle,85,Any,Gives 1 Freddo Item Card
Fire Elemental Ruby,Triangle,85,Any,Gives 1 Fire Elemental Item Card
Draw Health Sapphire,Triangle,85,Any,Gives 1 Draw Health Item Card
Drain Health Jade,Triangle,85,Any,Gives 1 Drain Health Item Card
Cyclops Minion Peridot,Triangle,85,Any,Gives 1 Cyclops Minion Item Card
Clear Piercing Sapphire +5%,Circle,85,Any,+5 Ice Armor Piercing
Clear Piercing Ruby +5%,Circle,85,Any,+5 Fire Armor Piercing
Clear Piercing Peridot +5%,Circle,85,Any,+5 Myth Armor Piercing
Clear Piercing Onyx +5%,Circle,85,Any,+5 Death Armor Piercing
Clear Piercing Jade +5%,Circle,85,Any,+5 Life Armor Piercing
Clear Piercing Citrine +5%,Circle,85,Any,+5 Balance Armor Piercing
Clear Piercing Amethyst +5%,Circle,85,Any,+5 Storm Armor Piercing
Clear PIP Opal +8%,Triangle,85,Any,+8 Power Pip Chance
Clear Mana Opal +36,Tear,85,Any,+36 Mana
Clear Mana Opal +35,Tear,85,Any,+35 Mana
Clear Mana Opal +34,Tear,85,Any,+34 Mana
Clear Mana Opal +33,Tear,85,Any,+33 Mana
Clear Health Opal +85,Tear,85,Any,+85 Health
Clear Health Opal +84,Tear,85,Any,+84 Health
Clear Health Opal +83,Tear,85,Any,+83 Health
Clear Health Opal +82,Tear,85,Any,+82 Health
Clear Health Opal +81,Tear,85,Any,+81 Health
Clear Health Opal +80,Tear,85,Any,+80 Health
Clear Health Opal +79,Tear,85,Any,+79 Health
Clear Health Opal +78,Tear,85,Any,+78 Health
Clear Health Opal +77,Tear,85,Any,+77 Health
Clear Health Opal +76,Tear,85,Any,+76 Health
Clear Defense Sapphire +40,Square,85,Any,+40 Ice Flat Resistance
Clear Defense Sapphire +39,Square,85,Any,+39 Ice Flat Resistance
Clear Defense Sapphire +38,Square,85,Any,+38 Ice Flat Resistance
Clear Defense Sapphire +37,Square,85,Any,+37 Ice Flat Resistance
Clear Defense Ruby +40,Square,85,Any,+40 Fire Flat Resistance
Clear Defense Ruby +39,Square,85,Any,+39 Fire Flat Resistance
Clear Defense Ruby +38,Square,85,Any,+38 Fire Flat Resistance
Clear Defense Ruby +37,Square,85,Any,+37 Fire Flat Resistance
Clear Defense Peridot +40,Square,85,Any,+40 Myth Flat Resistance
Clear Defense Peridot +39,Square,85,Any,+39 Myth Flat Resistance
Clear Defense Peridot +38,Square,85,Any,+38 Myth Flat Resistance
Clear Defense Peridot +37,Square,85,Any,+37 Myth Flat Resistance
Clear Defense Opal +20,Square,85,Any,+20 Global Flat Resistance
Clear Defense Opal +19,Square,85,Any,+19 Global Flat Resistance
Clear Defense Onyx +40,Square,85,Any,+40 Death Flat Resistance
Clear Defense Onyx +39,Square,85,Any,+39 Death Flat Resistance
Clear Defense Onyx +38,Square,85,Any,+38 Death Flat Resistance
Clear Defense Onyx +37,Square,85,Any,+37 Death Flat Resistance
Clear Defense Jade +40,Square,85,Any,+40 Life Flat Resistance
Clear Defense Jade +39,Square,85,Any,+39 Life Flat Resistance
Clear Defense Jade +38,Square,85,Any,+38 Life Flat Resistance
Clear Defense Jade +37,Square,85,Any,+37 Life Flat Resistance
Clear Defense Hematite +40,Square,85,Any,+40 Shadow Flat Resistance
Clear Defense Hematite +39,Square,85,Any,+39 Shadow Flat Resistance
Clear Defense Hematite +38,Square,85,Any,+38 Shadow Flat Resistance
Clear Defense Citrine +40,Square,85,Any,+40 Balance Flat Resistance
Clear Defense Citrine +39,Square,85,Any,+39 Balance Flat Resistance
Clear Defense Citrine +38,Square,85,Any,+38 Balance Flat Resistance
Clear Defense Citrine +37,Square,85,Any,+37 Balance Flat Resistance
Clear Defense Amethyst +40,Square,85,Any,+40 Storm Flat Resistance
Clear Defense Amethyst +39,Square,85,Any,+39 Storm Flat Resistance
Clear Defense Amethyst +38,Square,85,Any,+38 Storm Flat Resistance
Clear Defense Amethyst +37,Square,85,Any,+37 Storm Flat Resistance
Clear Damage Sapphire +20,Circle,85,Any,+20 Ice Flat Damage
Clear Damage Sapphire +19,Circle,85,Any,+19 Ice Flat Damage
Clear Damage Ruby +20,Circle,85,Any,+20 Fire Flat Damage
Clear Damage Ruby +19,Circle,85,Any,+19 Fire Flat Damage
Clear Damage Peridot +20,Circle,85,Any,+20 Myth Flat Damage
Clear Damage Peridot +19,Circle,85,Any,+19 Myth Flat Damage
Clear Damage Opal +8,Circle,85,Any,+8 Global Flat Damage
Clear Damage Opal +10,Circle,85,Any,+10 Global Flat Damage
Clear Damage Onyx +20,Circle,85,Any,+20 Death Flat Damage
Clear Damage Onyx +19,Circle,85,Any,+19 Death Flat Damage
Clear Damage Jade +20,Circle,85,Any,+20 Life Flat Damage
Clear Damage Jade +19,Circle,85,Any,+19 Life Flat Damage
Clear Damage Citrine +20,Circle,85,Any,+20 Balance Flat Damage
Clear Damage Citrine +19,Circle,85,Any,+19 Balance Flat Damage
Clear Damage Amethyst +20,Circle,85,Any,+20 Storm Flat Damage
Clear Damage Amethyst +19,Circle,85,Any,+19 Storm Flat Damage
Clear Critical Sapphire +9,Circle,85,Any,+9 Ice Critical Rating
Clear Critical Sapphire +10,Circle,85,Any,+10 Ice Critical Rating
Clear Critical Ruby +9,Circle,85,Any,+9 Fire Critical Rating
Clear Critical Ruby +10,Circle,85,Any,+10 Fire Critical Rating
Clear Critical Peridot +9,Circle,85,Any,+9 Myth Critical Rating
Clear Critical Peridot +10,Circle,85,Any,+10 Myth Critical Rating
Clear Critical Opal +5,Circle,85,Any,+5 Global Critical Rating
Clear Critical Onyx +9,Circle,85,Any,+9 Death Critical Rating
Clear Critical Onyx +10,Circle,85,Any,+10 Death Critical Rating
Clear Critical Jade +9,Circle,85,Any,+9 Life Critical Rating
Clear Critical Jade +10,Circle,85,Any,+10 Life Critical Rating
Clear Critical Hematite +9,Circle,85,Any,+9 Shadow Critical Rating
Clear Critical Hematite +10,Circle,85,Any,+10 Shadow Critical Rating
Clear Critical Citrine +9,Circle,85,Any,+9 Balance Critical Rating
Clear Critical Citrine +10,Circle,85,Any,+10 Balance Critical Rating
Clear Critical Amethyst +9,Circle,85,Any,+9 Storm Critical Rating
Clear Critical Amethyst +10,Circle,85,Any,+10 Storm Critical Rating
Clear Blocking Sapphire +9,Square,85,Any,+9 Ice Critical Block Rating
Clear Blocking Sapphire +10,Square,85,Any,+10 Ice Critical Block Rating
Clear Blocking Ruby +9,Square,85,Any,+9 Fire Critical Block Rating
Clear Blocking Ruby +10,Square,85,Any,+10 Fire Critical Block Rating
Clear Blocking Peridot +9,Square,85,Any,+9 Myth Critical Block Rating
Clear Blocking Peridot +10,Square,85,Any,+10 Myth Critical Block Rating
Clear Blocking Opal +5,Square,85,Any,+5 Global Critical Block Rating
Clear Blocking Onyx +9,Square,85,Any,+9 Death Critical Block Rating
Clear Blocking Onyx +7,Square,85,Any,+7 Death Critical Block Rating
Clear Blocking Onyx +10,Square,85,Any,+10 Death Critical Block Rating
Clear Blocking Jade +9,Square,85,Any,+9 Life Critical Block Rating
Clear Blocking Jade +10,Square,85,Any,+10 Life Critical Block Rating
Clear Blocking Hematite +9,Square,85,Any,+9 Shadow Critical Block Rating
Clear Blocking Hematite +10,Square,85,Any,+10 Shadow Critical Block Rating
Clear Blocking Citrine +9,Square,85,Any,+9 Balance Critical Block Rating
Clear Blocking Citrine +10,Square,85,Any,+10 Balance Critical Block Rating
Clear Blocking Amethyst +9,Square,85,Any,+9 Storm Critical Block Rating
Clear Blocking Amethyst +10,Square,85,Any,+10 Storm Critical Block Rating
Clear Accurate Sapphire +9%,Triangle,85,Any,+9 Ice Accuracy
Clear Accurate Ruby +9%,Triangle,85,Any,+9 Fire Accuracy
Clear Accurate Peridot +9%,Triangle,85,Any,+9 Myth Accuracy
Clear Accurate Onyx +9%,Triangle,85,Any,+9 Death Accuracy
Clear Accurate Jade +9%,Triangle,85,Any,+9 Life Accuracy
Clear Accurate Citrine +9%,Triangle,85,Any,+9 Balance Accuracy
Clear Accurate Amethyst +9%,Triangle,85,Any,+9 Storm Accuracy
Buff Minion Peridot,Triangle,85,Any,Gives 1 Buff Minion Item Card
Berserk Opal,Triangle,85,Any,Gives 1 Berserk Item Card
Animate Onyx,Triangle,85,Any,Gives 1 Animate Item Card
Storm Trap Amethyst,Triangle,75,Any,Gives 1 Storm Trap Item Card
Spirit Trap Citrine,Triangle,75,Any,Gives 1 Spirit Trap Item Card
Snow Drift Sapphire,Triangle,75,Any,Gives 1 Snow Drift Item Card
Sniper Opal,Triangle,75,Any,Gives 1 Sniper Item Card
Silencing Wall Onyx,Triangle,75,Any,Gives 1 Silencing Wall Item Card
Shift Peridot,Triangle,75,Any,Gives 1 Shift Item Card
Shield Wall Citrine,Triangle,75,Any,Gives 1 Shield Wall Item Card
Reflective Wall Peridot,Triangle,75,Any,Gives 1 Reflective Wall Item Card
Opaque Resilient Opal +4%,Square,75,Any,+4 Stun Resistance
Opaque Piercing Sapphire +4%,Circle,75,Any,+4 Ice Armor Piercing
Opaque Piercing Ruby +4%,Circle,75,Any,+4 Fire Armor Piercing
Opaque Piercing Peridot +4%,Circle,75,Any,+4 Myth Armor Piercing
Opaque Piercing Opal +2%,Circle,75,Any,+2 Global Armor Piercing
Opaque Piercing Onyx +4%,Circle,75,Any,+4 Death Armor Piercing
Opaque Piercing Jade +4%,Circle,75,Any,+4 Life Armor Piercing
Opaque Piercing Citrine +4%,Circle,75,Any,+4 Balance Armor Piercing
Opaque Piercing Amethyst +4%,Circle,75,Any,+4 Storm Armor Piercing
Opaque PIP Opal +7%,Triangle,75,Any,+7 Power Pip Chance
Opaque Mending Opal +4%,Circle,75,Any,+4 Outgoing Healing
Opaque Mana Opal +32,Tear,75,Any,+32 Mana
Opaque Mana Opal +31,Tear,75,Any,+31 Mana
Opaque Mana Opal +30,Tear,75,Any,+30 Mana
Opaque Mana Opal +29,Tear,75,Any,+29 Mana
Opaque Health Opal +75,Tear,75,Any,+75 Health
Opaque Health Opal +74,Tear,75,Any,+74 Health
Opaque Health Opal +73,Tear,75,Any,+73 Health
Opaque Health Opal +72,Tear,75,Any,+72 Health
Opaque Health Opal +71,Tear,75,Any,+71 Health
Opaque Health Opal +70,Tear,75,Any,+70 Health
Opaque Health Opal +69,Tear,75,Any,+69 Health
Opaque Health Opal +68,Tear,75,Any,+68 Health
Opaque Health Opal +67,Tear,75,Any,+67 Health
Opaque Health Opal +66,Tear,75,Any,+66 Health
Opaque Healing Opal +4%,Square,75,Any,+4 Incoming Healing
Opaque Defense Sapphire +36,Square,75,Any,+36 Ice Flat Resistance
Opaque Defense Sapphire +35,Square,75,Any,+35 Ice Flat Resistance
Opaque Defense Sapphire +34,Square,75,Any,+34 Ice Flat Resistance
Opaque Defense Sapphire +33,Square,75,Any,+33 Ice Flat Resistance
Opaque Defense Ruby +36,Square,75,Any,+36 Fire Flat Resistance
Opaque Defense Ruby +35,Square,75,Any,+35 Fire Flat Resistance
Opaque Defense Ruby +34,Square,75,Any,+34 Fire Flat Resistance
Opaque Defense Ruby +33,Square,75,Any,+33 Fire Flat Resistance
Opaque Defense Peridot +36,Square,75,Any,+36 Myth Flat Resistance
